Profile,Map,Character,PUUID,Mode,Rounds,Round Differential,Score,Win,Start,End,Length,Date,ability1,ability2,signature,ultimate,KDA,Kills,Deaths,Assists,Damage Made,Damage Received,Headshot %,Headshot,Body,Legs,Start Time (UNIX),End Time (UNIX),links,Damage Ratio,Log,Filename
Saadhak,Split,Breach,5fcb9a26-3ce5-56a2-8d97-8d94cb38b8d1,competitive,19.0,7,-8.39,True,03:51:14 AM,04:20:11 AM,1737,2024-01-19,16.0,29.0,23.0,1.0,3.25,12.0,8.0,14.0,2481.0,2154.0,23.4,11 (23.40%),33 (70.21%),3 (6.38%),1705636274.0,1705638011.0,https://www.twitch.tv/videos/2036869092?t=00h27m09s,1.1518105849582172,"Kills: 12.0, Bonus: -8.67); KDA: 3.25 (Tier: KDA:3.0:1.5, Bonus: 1.5); Headshot %: 23.4, Bonus: -0.75); Damage Made: 2481.0, Bonus: -0.28); Length: 1737.0, Bonus: 0.45); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 7.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.1518105849582172, Bonus: -4.39); Assists: 14.0, Bonus: 0.85); Deaths: 8.0, Bonus: -0.10)","1705636274, Saadhak, Breach, Split, 12K, 8D, 14A, 13-6, win True.md"
thebcj,Bind,Skye,4ae9ac7a-9ea0-55ef-b4c5-930ba3bfe808,competitive,20.0,6,0.92,True,03:55:45 AM,04:30:34 AM,2089,2024-01-19,4.0,13.0,31.0,4.0,2.67,27.0,12.0,5.0,3919.0,2599.0,22.22,16 (22.22%),47 (65.28%),9 (12.50%),1705636545.0,1705638634.0,https://www.twitch.tv/videos/2036863651?t=00h38m39s,1.507887649095806,"Kills: 27.0, Bonus: 0.40); KDA: 2.67, Bonus: 1.17); Headshot %: 22.22, Bonus: -0.83); Damage Made: 3919.0, Bonus: 1.05); Length: 2089.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 6.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.507887649095806, Bonus: -2.97); Assists: 5.0, Bonus: -0.50); Deaths: 12.0, Bonus: -0.90)","1705636545, thebcj, Skye, Bind, 27K, 12D, 5A, 13-7, win True.md"
JOLLZTV,Lotus,Reyna,93d30406-ee26-5b5b-820b-b68d8cdc9b99,competitive,21.0,5,-1.28,True,04:02:26 AM,04:35:30 AM,1984,2024-01-19,17.0,5.0,8.0,2.0,2.0,22.0,13.0,4.0,3566.0,2604.0,40.0,18 (40.00%),26 (57.78%),1 (2.22%),1705636946.0,1705638930.0,https://www.twitch.tv/videos/2036852948?t=00h58m03s,1.369431643625192,"Kills: 22.0, Bonus: -2.00); KDA: 2.0, Bonus: 0.50); Headshot %: 40.0, Bonus: 0.50); Damage Made: 3566.0, Bonus: 0.84); Length: 1984.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 5.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.369431643625192, Bonus: -3.52); Deaths: 13.0, Bonus: -1.10)","1705636946, JOLLZTV, Reyna, Lotus, 22K, 13D, 4A, 13-8, win True.md"
Xeppaa,Sunset,Skye,c640b75c-fb8a-52b0-b02d-2675c66977cc,competitive,18.0,8,-15.99,True,04:07:08 AM,04:29:15 AM,1327,2024-01-19,1.0,3.0,26.0,1.0,1.2,9.0,10.0,3.0,1873.0,1883.0,40.0,10 (40.00%),15 (60.00%),0 (0.00%),1705637228.0,1705638555.0,https://www.twitch.tv/videos/2036857098?t=00h58m02s,0.9946893255443441,"Kills: 9.0, Bonus: -18.00); KDA: 1.2, Bonus: -1.10); Headshot %: 40.0, Bonus: 0.50); Length: 1327.0, Bonus: 0.11); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 8.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Deaths: 10.0, Bonus: -0.50)","1705637228, Xeppaa, Skye, Sunset, 9K, 10D, 3A, 13-5, win True.md"
eggsterr_,Breeze,Yoru,baf09be5-92bd-5ad0-9985-66d635e65f1a,competitive,30.0,0,-5.78,False,04:12:30 AM,05:00:16 AM,2866,2024-01-19,21.0,29.0,57.0,6.0,1.52,30.0,23.0,5.0,5710.0,5023.0,35.06,27 (35.06%),46 (59.74%),4 (5.19%),1705637550.0,1705640416.0,https://www.twitch.tv/videos/2036842221?t=01h19m49s,1.1367708540712722,"Kills: 30.0, Bonus: 1.00); KDA: 1.52, Bonus: -0.46); Headshot %: 35.06, Bonus: 0.13); Damage Made: 5710.0 (Tier: Damage Made:5500.0:2.0, Bonus: 2.0); Length: 2866.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: 0.0, Bonus: 0.50); Damage Ratio: 1.1367708540712722, Bonus: -4.45); Assists: 5.0, Bonus: -0.50); Deaths: 23.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705637550, eggsterr_, Yoru, Breeze, 30K, 23D, 5A, 15-15, win False.md"
tarik,Breeze,Jett,ad4d5955-4fd6-5ac0-bb3d-4357e48147eb,competitive,21.0,5,-7.97,True,04:13:35 AM,04:48:42 AM,2107,2024-01-19,7.0,4.0,21.0,1.0,1.24,18.0,17.0,3.0,3538.0,3135.0,25.0,11 (25.00%),33 (75.00%),0 (0.00%),1705637615.0,1705639722.0,https://www.twitch.tv/videos/2036535485?t=07h07m05s,1.128548644338118,"Kills: 18.0, Bonus: -4.67); KDA: 1.24, Bonus: -1.02); Headshot %: 25.0, Bonus: -0.62); Damage Made: 3538.0, Bonus: 0.82); Length: 2107.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 5.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.128548644338118, Bonus: -4.49); Deaths: 17.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705637615, tarik, Jett, Breeze, 18K, 17D, 3A, 13-8, win True.md"
kyedae,Sunset,Cypher,4b8bb680-453a-5bee-82b4-b5fa73a55841,competitive,15.0,-11,-13.72,False,04:18:16 AM,04:41:55 AM,1419,2024-01-19,25.0,12.0,14.0,2.0,0.86,11.0,14.0,1.0,2074.0,2465.0,42.31,11 (42.31%),11 (42.31%),4 (15.38%),1705637896.0,1705639315.0,https://www.twitch.tv/videos/2036596341?t=05h57m12s,0.8413793103448276,"Kills: 11.0, Bonus: -9.33); Headshot %: 42.31, Bonus: 0.62); Damage Made: 2074.0, Bonus: -0.89); Length: 1419.0, Bonus: 0.18); Win: 0.0, Bonus: -3.00); Deaths: 14.0, Bonus: -1.30)","1705637896, kyedae, Cypher, Sunset, 11K, 14D, 1A, 2-13, win False.md"
bangzerra,Breeze,Viper,a60e35e7-314b-5345-b83f-b813620be5cd,competitive,20.0,6,-7.61,True,04:19:52 AM,04:45:14 AM,1522,2024-01-19,13.0,11.0,17.0,2.0,1.62,16.0,13.0,5.0,3211.0,2247.0,28.57,12 (28.57%),30 (71.43%),0 (0.00%),1705637992.0,1705639514.0,https://www.twitch.tv/videos/2036887512?t=00h31m11s,1.4290164663996439,"Kills: 16.0, Bonus: -6.00); KDA: 1.62, Bonus: -0.26); Headshot %: 28.57, Bonus: -0.36); Damage Made: 3211.0, Bonus: 0.63); Length: 1522.0, Bonus: 0.27); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 6.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.4290164663996439, Bonus: -3.28); Assists: 5.0, Bonus: -0.50); Deaths: 13.0, Bonus: -1.10)","1705637992, bangzerra, Viper, Breeze, 16K, 13D, 5A, 13-7, win True.md"
Saadhak,Breeze,Sova,5fcb9a26-3ce5-56a2-8d97-8d94cb38b8d1,competitive,23.0,3,-6.82,True,04:31:39 AM,05:05:55 AM,2056,2024-01-19,12.0,29.0,24.0,2.0,1.4,13.0,15.0,8.0,2287.0,2934.0,44.0,11 (44.00%),14 (56.00%),0 (0.00%),1705638699.0,1705640755.0,https://www.twitch.tv/videos/2036869092?t=01h07m34s,0.7794819359236537,"Kills: 13.0, Bonus: -8.00); KDA: 1.4, Bonus: -0.70); Headshot %: 44.0, Bonus: 0.70); Damage Made: 2287.0, Bonus: -0.57); Length: 2056.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 3.0, Bonus: 0.80); Assists: 8.0, Bonus: -0.05); Deaths: 15.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705638699, Saadhak, Sova, Breeze, 13K, 15D, 8A, 13-10, win True.md"
Xeppaa,Ascent,Reyna,c640b75c-fb8a-52b0-b02d-2675c66977cc,competitive,30.0,0,-10.78,False,04:33:44 AM,05:21:37 AM,2873,2024-01-19,38.0,7.0,2.0,1.0,1.05,17.0,22.0,6.0,3377.0,4381.0,19.18,14 (19.18%),55 (75.34%),4 (5.48%),1705638824.0,1705641697.0,https://www.twitch.tv/videos/2036857098?t=01h24m38s,0.7708285779502396,"Kills: 17.0, Bonus: -5.33); KDA: 1.05, Bonus: -1.40); Headshot %: 19.18, Bonus: -0.92); Damage Made: 3377.0, Bonus: 0.73); Length: 2873.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: 0.0, Bonus: 0.50); Assists: 6.0, Bonus: -0.35); Deaths: 22.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705638824, Xeppaa, Reyna, Ascent, 17K, 22D, 6A, 15-15, win False.md"
thebcj,Split,Skye,4ae9ac7a-9ea0-55ef-b4c5-930ba3bfe808,competitive,20.0,-6,-12.65,False,04:34:49 AM,05:04:54 AM,1805,2024-01-19,4.0,10.0,37.0,2.0,1.44,14.0,16.0,9.0,2613.0,2900.0,23.81,10 (23.81%),29 (69.05%),3 (7.14%),1705638889.0,1705640694.0,https://www.twitch.tv/videos/2036863651?t=01h17m43s,0.9010344827586206,"Kills: 14.0, Bonus: -7.33); KDA: 1.44, Bonus: -0.62); Headshot %: 23.81, Bonus: -0.71); Damage Made: 2613.0, Bonus: -0.08); Length: 1805.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Assists: 9.0, Bonus: 0.10); Deaths: 16.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705638889, thebcj, Skye, Split, 14K, 16D, 9A, 7-13, win False.md"
JOLLZTV,Breeze,Reyna,93d30406-ee26-5b5b-820b-b68d8cdc9b99,competitive,16.0,10,1.05,True,04:44:34 AM,05:07:00 AM,1346,2024-01-19,11.0,4.0,3.0,2.0,5.25,19.0,4.0,2.0,2327.0,930.0,32.35,11 (32.35%),22 (64.71%),1 (2.94%),1705639474.0,1705640820.0,https://www.twitch.tv/videos/2036852948?t=01h40m11s,2.5021505376344084,"Kills: 19.0, Bonus: -4.00); KDA: 5.25 (Tier: KDA:3.0:1.5, Bonus: 1.5); Headshot %: 32.35, Bonus: -0.07); Damage Made: 2327.0, Bonus: -0.51); Length: 1346.0, Bonus: 0.12); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 10.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 2.5021505376344084, Bonus: 1.01)","1705639474, JOLLZTV, Reyna, Breeze, 19K, 4D, 2A, 13-3, win True.md"
bangzerra,Bind,Viper,a60e35e7-314b-5345-b83f-b813620be5cd,competitive,28.0,2,-2.22,True,04:47:12 AM,05:29:21 AM,2529,2024-01-19,29.0,20.0,28.0,2.0,1.67,23.0,18.0,7.0,4654.0,3612.0,35.0,21 (35.00%),35 (58.33%),4 (6.67%),1705639632.0,1705642161.0,https://www.twitch.tv/videos/2036887512?t=00h58m31s,1.2884828349944628,"Kills: 23.0, Bonus: -1.33); KDA: 1.67, Bonus: -0.16); Headshot %: 35.0, Bonus: 0.12); Damage Made: 4654.0, Bonus: 1.49); Length: 2529.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 2.0, Bonus: 0.70); Damage Ratio: 1.2884828349944628, Bonus: -3.85); Assists: 7.0, Bonus: -0.20); Deaths: 18.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705639632, bangzerra, Viper, Bind, 23K, 18D, 7A, 15-13, win True.md"
kyedae,Bind,Skye,4b8bb680-453a-5bee-82b4-b5fa73a55841,competitive,19.0,-7,-11.04,False,04:50:47 AM,05:20:41 AM,1794,2024-01-19,3.0,12.0,30.0,3.0,0.93,13.0,14.0,0.0,2290.0,2415.0,56.52,13 (56.52%),10 (43.48%),0 (0.00%),1705639847.0,1705641641.0,https://www.twitch.tv/videos/2036596341?t=06h29m43s,0.94824016563147,"Kills: 13.0, Bonus: -8.00); Headshot %: 56.52, Bonus: 1.33); Damage Made: 2290.0, Bonus: -0.57); Length: 1794.0, Bonus: 0.49); Win: 0.0, Bonus: -3.00); Deaths: 14.0, Bonus: -1.30)","1705639847, kyedae, Skye, Bind, 13K, 14D, 0A, 6-13, win False.md"
tarik,Ascent,Jett,ad4d5955-4fd6-5ac0-bb3d-4357e48147eb,competitive,17.0,9,-10.3,True,04:52:13 AM,05:17:15 AM,1502,2024-01-19,10.0,4.0,18.0,1.0,2.11,12.0,9.0,7.0,2477.0,1873.0,20.0,8 (20.00%),29 (72.50%),3 (7.50%),1705639933.0,1705641435.0,https://www.twitch.tv/videos/2036535485?t=07h45m43s,1.3224773091297384,"Kills: 12.0, Bonus: -8.67); KDA: 2.11, Bonus: 0.61); Headshot %: 20.0, Bonus: -1.00); Damage Made: 2477.0, Bonus: -0.28); Length: 1502.0, Bonus: 0.25); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 9.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.3224773091297384, Bonus: -3.71); Assists: 7.0, Bonus: -0.20); Deaths: 9.0, Bonus: -0.30)","1705639933, tarik, Jett, Ascent, 12K, 9D, 7A, 13-4, win True.md"
eggsterr_,Lotus,Yoru,baf09be5-92bd-5ad0-9985-66d635e65f1a,competitive,24.0,2,-5.93,True,05:09:08 AM,05:47:50 AM,2322,2024-01-19,18.0,24.0,43.0,4.0,1.44,21.0,18.0,5.0,4018.0,3346.0,17.58,16 (17.58%),61 (67.03%),14 (15.38%),1705640948.0,1705643270.0,https://www.twitch.tv/videos/2036842221?t=02h16m27s,1.200836820083682,"Kills: 21.0, Bonus: -2.67); KDA: 1.44, Bonus: -0.62); Headshot %: 17.58, Bonus: -0.76); Damage Made: 4018.0, Bonus: 1.11); Length: 2322.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 2.0, Bonus: 0.70); Damage Ratio: 1.200836820083682, Bonus: -4.20); Assists: 5.0, Bonus: -0.50); Deaths: 18.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705640948, eggsterr_, Yoru, Lotus, 21K, 18D, 5A, 13-11, win True.md"
Saadhak,Lotus,Deadlock,5fcb9a26-3ce5-56a2-8d97-8d94cb38b8d1,competitive,24.0,2,-55.68,True,05:09:08 AM,05:47:50 AM,2322,2024-01-19,18.0,34.0,21.0,3.0,1.06,8.0,18.0,11.0,1572.0,3421.0,3.92,2 (3.92%),45 (88.24%),4 (7.84%),1705640948.0,1705643270.0,https://www.twitch.tv/videos/2036869092?t=01h45m03s,0.4595147617655656,"Kills: 8.0, Bonus: -26.00); KDA: 1.06, Bonus: -1.38); Headshot %: 3.92, Bonus: -30.40); Length: 2322.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 2.0, Bonus: 0.70); Assists: 11.0, Bonus: 0.40); Deaths: 18.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705640948, Saadhak, Deadlock, Lotus, 8K, 18D, 11A, 13-11, win True.md"
thebcj,Lotus,Gekko,4ae9ac7a-9ea0-55ef-b4c5-930ba3bfe808,competitive,24.0,-2,-12.77,False,05:09:08 AM,05:47:50 AM,2322,2024-01-19,11.0,14.0,26.0,4.0,1.4,19.0,15.0,2.0,3627.0,2853.0,26.23,16 (26.23%),42 (68.85%),3 (4.92%),1705640948.0,1705643270.0,https://www.twitch.tv/videos/2036863651?t=01h52m02s,1.2712933753943219,"Kills: 19.0, Bonus: -4.00); KDA: 1.4, Bonus: -0.70); Headshot %: 26.23, Bonus: -0.53); Damage Made: 3627.0, Bonus: 0.88); Length: 2322.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: -2.0, Bonus: -0.50); Damage Ratio: 1.2712933753943219, Bonus: -3.91); Deaths: 15.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705640948, thebcj, Gekko, Lotus, 19K, 15D, 2A, 11-13, win False.md"
tarik,Lotus,Raze,ad4d5955-4fd6-5ac0-bb3d-4357e48147eb,competitive,21.0,-5,-13.9,False,05:24:17 AM,05:54:33 AM,1816,2024-01-19,6.0,27.0,12.0,3.0,1.44,19.0,16.0,4.0,3698.0,3048.0,32.61,15 (32.61%),31 (67.39%),0 (0.00%),1705641857.0,1705643673.0,https://www.twitch.tv/videos/2036535485?t=08h17m47s,1.213254593175853,"Kills: 19.0, Bonus: -4.00); KDA: 1.44, Bonus: -0.62); Headshot %: 32.61, Bonus: -0.05); Damage Made: 3698.0, Bonus: 0.92); Length: 1816.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: -5.0, Bonus: -2.00); Damage Ratio: 1.213254593175853, Bonus: -4.15); Deaths: 16.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705641857, tarik, Raze, Lotus, 19K, 16D, 4A, 8-13, win False.md"
Xeppaa,Lotus,Raze,c640b75c-fb8a-52b0-b02d-2675c66977cc,competitive,21.0,5,-7.38,True,05:24:17 AM,05:54:33 AM,1816,2024-01-19,16.0,26.0,16.0,3.0,1.4,19.0,15.0,2.0,3383.0,3181.0,16.67,12 (16.67%),54 (75.00%),6 (8.33%),1705641857.0,1705643673.0,https://www.twitch.tv/videos/2036857098?t=02h15m11s,1.0635020433825841,"Kills: 19.0, Bonus: -4.00); KDA: 1.4, Bonus: -0.70); Headshot %: 16.67, Bonus: -0.67); Damage Made: 3383.0, Bonus: 0.73); Length: 1816.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 5.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.0635020433825841, Bonus: -4.75); Deaths: 15.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705641857, Xeppaa, Raze, Lotus, 19K, 15D, 2A, 13-8, win True.md"
kyedae,Ascent,Killjoy,4b8bb680-453a-5bee-82b4-b5fa73a55841,competitive,23.0,3,0.77,True,05:26:44 AM,06:08:06 AM,2482,2024-01-19,34.0,20.0,8.0,3.0,2.15,26.0,13.0,2.0,4407.0,2863.0,22.89,19 (22.89%),62 (74.70%),2 (2.41%),1705642004.0,1705644486.0,https://www.twitch.tv/videos/2036596341?t=07h05m40s,1.539294446384911,"Kills: 26.0, Bonus: 0.20); KDA: 2.15, Bonus: 0.65); Headshot %: 22.89, Bonus: -0.78); Damage Made: 4407.0, Bonus: 1.34); Length: 2482.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 3.0, Bonus: 0.80); Damage Ratio: 1.539294446384911, Bonus: -2.84); Deaths: 13.0, Bonus: -1.10)","1705642004, kyedae, Killjoy, Ascent, 26K, 13D, 2A, 13-10, win True.md"
bangzerra,Ascent,Omen,a60e35e7-314b-5345-b83f-b813620be5cd,competitive,24.0,-2,-4.11,False,05:32:13 AM,06:03:43 AM,1890,2024-01-19,28.0,11.0,39.0,4.0,2.47,25.0,15.0,12.0,4886.0,3135.0,33.33,21 (33.33%),33 (52.38%),9 (14.29%),1705642333.0,1705644223.0,https://www.twitch.tv/videos/2036887512?t=01h43m32s,1.5585326953748007,"Kills: 25.0, Bonus: 0.00); KDA: 2.47, Bonus: 0.97); Headshot %: 33.33, Bonus: -0.00); Damage Made: 4886.0, Bonus: 1.63); Length: 1890.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: -2.0, Bonus: -0.50); Damage Ratio: 1.5585326953748007, Bonus: -2.77); Assists: 12.0, Bonus: 0.55); Deaths: 15.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705642333, bangzerra, Omen, Ascent, 25K, 15D, 12A, 11-13, win False.md"
perry2n,Bind,Brimstone,1ed8aef4-c022-569f-b9d1-75e2d5842248,competitive,17.0,-9,-38.95,False,05:34:56 AM,06:00:01 AM,1505,2024-01-19,10.0,6.0,33.0,1.0,0.93,8.0,15.0,6.0,1464.0,2471.0,8.33,2 (8.33%),18 (75.00%),4 (16.67%),1705642496.0,1705644001.0,https://www.twitch.tv/videos/2036947922?t=00h10m44s,0.5924726831242412,"Kills: 8.0, Bonus: -26.00); Headshot %: 8.33, Bonus: -8.35); Length: 1505.0, Bonus: 0.25); Win: 0.0, Bonus: -3.00); Assists: 6.0, Bonus: -0.35); Deaths: 15.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705642496, perry2n, Brimstone, Bind, 8K, 15D, 6A, 4-13, win False.md"
eggsterr_,Ascent,Yoru,baf09be5-92bd-5ad0-9985-66d635e65f1a,competitive,15.0,-11,-30.81,False,05:51:51 AM,06:14:10 AM,1339,2024-01-19,10.0,14.0,19.0,2.0,0.64,8.0,14.0,1.0,1342.0,2496.0,25.0,9 (25.00%),26 (72.22%),1 (2.78%),1705643511.0,1705644850.0,https://www.twitch.tv/videos/2036842221?t=02h59m10s,0.5376602564102564,"Kills: 8.0, Bonus: -26.00); Headshot %: 25.0, Bonus: -0.62); Length: 1339.0, Bonus: 0.12); Win: 0.0, Bonus: -3.00); Deaths: 14.0, Bonus: -1.30)","1705643511, eggsterr_, Yoru, Ascent, 8K, 14D, 1A, 2-13, win False.md"
Saadhak,Ascent,KAY/O,5fcb9a26-3ce5-56a2-8d97-8d94cb38b8d1,competitive,15.0,-11,-22.12,False,05:51:51 AM,06:14:10 AM,1339,2024-01-19,8.0,11.0,14.0,1.0,0.92,9.0,13.0,3.0,1539.0,2392.0,11.32,6 (11.32%),43 (81.13%),4 (7.55%),1705643511.0,1705644850.0,https://www.twitch.tv/videos/2036869092?t=02h27m46s,0.6433946488294314,"Kills: 9.0, Bonus: -18.00); Headshot %: 11.32, Bonus: -0.13); Length: 1339.0, Bonus: 0.12); Win: 0.0, Bonus: -3.00); Deaths: 13.0, Bonus: -1.10)","1705643511, Saadhak, KAYO, Ascent, 9K, 13D, 3A, 2-13, win False.md"
thebcj,Breeze,Cypher,4ae9ac7a-9ea0-55ef-b4c5-930ba3bfe808,competitive,18.0,8,-4.61,True,05:53:08 AM,06:25:19 AM,1931,2024-01-19,31.0,17.0,17.0,2.0,2.6,18.0,10.0,8.0,3042.0,2490.0,27.91,12 (27.91%),30 (69.77%),1 (2.33%),1705643588.0,1705645519.0,https://www.twitch.tv/videos/2036863651?t=02h36m02s,1.2216867469879518,"Kills: 18.0, Bonus: -4.67); KDA: 2.6, Bonus: 1.10); Headshot %: 27.91, Bonus: -0.41); Damage Made: 3042.0, Bonus: 0.53); Length: 1931.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 8.0 (Tier: Round Differential:5.0:1.0, Bonus: 1.0); Damage Ratio: 1.2216867469879518, Bonus: -4.11); Assists: 8.0, Bonus: -0.05); Deaths: 10.0, Bonus: -0.50)","1705643588, thebcj, Cypher, Breeze, 18K, 10D, 8A, 13-5, win True.md"
tarik,Sunset,Omen,ad4d5955-4fd6-5ac0-bb3d-4357e48147eb,competitive,28.0,2,-1.11,True,05:56:06 AM,06:42:49 AM,2803,2024-01-19,16.0,18.0,50.0,2.0,1.38,21.0,24.0,12.0,3514.0,4469.0,17.65,12 (17.65%),51 (75.00%),5 (7.35%),1705643766.0,1705646569.0,https://www.twitch.tv/videos/2036535485?t=08h49m36s,0.7863056612217498,"Kills: 21.0, Bonus: -2.67); KDA: 1.38, Bonus: -0.74); Headshot %: 17.65, Bonus: -0.76); Damage Made: 3514.0, Bonus: 0.81); Length: 2803.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 2.0, Bonus: 0.70); Assists: 12.0, Bonus: 0.55); Deaths: 24.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705643766, tarik, Omen, Sunset, 21K, 24D, 12A, 15-13, win True.md"
perry2n,Ascent,Brimstone,1ed8aef4-c022-569f-b9d1-75e2d5842248,competitive,24.0,-2,-38.03,False,06:02:26 AM,06:44:02 AM,2496,2024-01-19,12.0,8.0,48.0,3.0,1.65,11.0,17.0,17.0,1917.0,3129.0,5.0,3 (5.00%),56 (93.33%),1 (1.67%),1705644146.0,1705646642.0,https://www.twitch.tv/videos/2036947922?t=00h38m14s,0.6126558005752637,"Kills: 11.0, Bonus: -9.33); KDA: 1.65, Bonus: -0.20); Headshot %: 5.0, Bonus: -25.00); Length: 2496.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 0.0, Bonus: -3.00); Round Differential: -2.0, Bonus: -0.50); Assists: 17.0 (Tier: Assists:15.0:1.0, Bonus: 1.0); Deaths: 17.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705644146, perry2n, Brimstone, Ascent, 11K, 17D, 17A, 11-13, win False.md"
Xeppaa,Sunset,Raze,c640b75c-fb8a-52b0-b02d-2675c66977cc,competitive,22.0,4,-3.03,True,06:03:03 AM,06:35:12 AM,1929,2024-01-19,13.0,25.0,24.0,2.0,1.71,22.0,17.0,7.0,4618.0,3260.0,22.89,19 (22.89%),59 (71.08%),5 (6.02%),1705644183.0,1705646112.0,https://www.twitch.tv/videos/2036857098?t=02h53m57s,1.4165644171779141,"Kills: 22.0, Bonus: -2.00); KDA: 1.71, Bonus: -0.08); Headshot %: 22.89, Bonus: -0.78); Damage Made: 4618.0, Bonus: 1.47); Length: 1929.0 (Tier: Length:1800.0:0.5, Bonus: 0.5); Win: 1.0 (Tier: Win:1.0:2.0, Bonus: 2.0); Round Differential: 4.0, Bonus: 0.90); Damage Ratio: 1.4165644171779141, Bonus: -3.33); Assists: 7.0, Bonus: -0.20); Deaths: 17.0 (Tier: Deaths:15.0:-1.5, Bonus: -1.5)","1705644183, Xeppaa, Raze, Sunset, 22K, 17D, 7A, 13-9, win True.md"
